genes,lfc_liu2020,qval_liu2020
AT1G08630,-0.361711207,0.008954638
AT1G58290,-0.361789229,0.007590058
AT2G20920,-0.362140775,0.012635165
AT1G79430,-0.362398077,0.023430773
AT1G31480,-0.362774726,0.000730615
AT1G13880,-0.363217774,0.018296813
AT3G11810,-0.363223007,0.01375246
AT2G22300,-0.363329563,0.002598843
AT4G30790,-0.363607548,0.004940539
AT1G63460,-0.363678132,0.037527235
AT4G30630,-0.363698732,0.018159347
AT4G32940,-0.363745824,0.002441171
AT5G46470,-0.364508354,0.034463088
AT3G62150,-0.364526745,0.002418403
AT4G25640,-0.36458574,0.033367502
AT1G61140,-0.364969789,0.001236361
AT4G03030,-0.365280621,0.003128835
AT1G58360,-0.36550485,0.000306276
AT4G32300,-0.36582735,0.002437708
AT4G39390,-0.36592411,0.020995471
AT5G58090,-0.366024744,0.01815516
AT3G13780,-0.36605542,0.049702326
AT5G25770,-0.366534028,0.011341644
AT2G37110,-0.366576508,0.031455206
AT1G50600,-0.36697918,0.019986587
AT2G33700,-0.367182029,0.006295287
AT3G07370,-0.367439123,0.00277706
AT5G02970,-0.367671383,0.000153444
AT1G08830,-0.368025849,0.000806618
AT4G31450,-0.368527966,0.01844053
AT2G17787,-0.368580648,0.022717781
AT3G56170,-0.368624058,0.035606572
AT3G10980,-0.368883596,0.015904247
AT2G44140,-0.369038319,0.002787813
AT3G46530,-0.369585332,0.001265933
AT3G09850,-0.369671827,3.00E-05
AT2G20010,-0.369756146,0.010896119
AT5G07740,-0.369987726,0.000122423
AT1G16320,-0.371099474,0.022049879
AT1G10865,-0.371322447,0.029029773
AT1G16130,-0.371421157,0.009939474
AT1G07080,-0.371454192,0.028432843
AT1G25400,-0.371598293,3.82E-05
AT2G45740,-0.37200164,0.001222044
AT2G22430,-0.372344439,1.07E-07
AT5G48180,-0.372350111,0.013774418
AT5G14080,-0.372648394,0.02312813
AT2G47350,-0.372662607,0.037268676
AT3G18080,-0.374119282,0.004131043
AT1G17730,-0.374209234,0.02355137
AT2G32250,-0.374255726,0.034513792
AT4G03260,-0.374433694,0.000125885
AT2G05790,-0.375375068,0.013173163
AT5G42940,-0.375468978,0.000340885
AT1G65040,-0.375621029,0.001002429
AT2G20900,-0.375696653,0.000218439
AT3G55050,-0.376226869,0.012279236
AT3G19640,-0.37630972,0.000171358
AT3G58040,-0.376649608,0.000743439
AT5G53560,-0.377144978,7.03E-05
AT1G22610,-0.377816376,2.19E-05
AT1G08030,-0.37791082,0.003886928
AT3G19680,-0.378174359,0.017545036
AT3G29230,-0.378638123,0.018984309
AT5G65660,-0.379282403,0.002949612
AT3G49590,-0.379573391,0.007826787
AT2G30740,-0.379792573,0.003135593
AT1G51950,-0.380087707,9.84E-05
AT1G06760,-0.380119499,0.002254303
AT3G62400,-0.380252442,0.003883895
AT4G16580,-0.380357652,0.007065529
AT1G48120,-0.380803125,0.006247346
AT1G50020,-0.380823403,0.014921025
AT1G60610,-0.381028633,0.042937857
AT4G14220,-0.381559532,0.008688326
AT3G20060,-0.381678369,0.000512854
AT5G66040,-0.382222101,0.014878835
AT1G01770,-0.382757516,0.010482543
AT3G15850,-0.382890193,0.035440518
AT5G23280,-0.383130088,0.015529104
AT3G51620,-0.383373203,0.000332344
AT5G03290,-0.384026208,6.66E-07
AT3G45300,-0.384171858,1.92E-05
AT3G57090,-0.385002681,0.041241613
AT1G75410,-0.385441174,0.00344402
AT1G51270,-0.38580093,0.002825666
AT1G75020,-0.386184161,0.03328892
AT5G44790,-0.386276696,0.00163798
AT1G27130,-0.386277736,0.04241918
AT5G42900,-0.386550528,0.006471056
AT5G38895,-0.386983365,0.029786382
AT3G27890,-0.387064436,0.002140066
AT5G64220,-0.38716543,0.00075421
AT1G11310,-0.387350185,1.30E-06
AT1G10170,-0.387485223,0.000247793
AT5G22280,-0.38783239,0.00585255
AT5G61910,-0.38798664,0.002222282
AT1G22570,-0.388007026,0.002324955
AT3G51420,-0.388128443,0.016299221
AT5G42990,-0.389464886,0.009287467
AT1G23220,-0.390014099,0.034763614
AT5G40370,-0.390056677,0.032735316
AT4G34240,-0.390199667,0.040843628
AT3G43230,-0.390589871,3.38E-05
AT5G62740,-0.390756721,0.028503148
AT3G20310,-0.391039264,0.024889524
AT5G57860,-0.392815532,0.008676649
AT1G50640,-0.393087815,0.007885595
AT2G27490,-0.393149208,0.043949803
AT5G12040,-0.39346523,0.001668716
AT5G12480,-0.393676101,0.000290054
AT4G19860,-0.393692684,0.000720764
AT3G09000,-0.393765858,0.001295573
AT4G35600,-0.393767903,0.0078482
AT2G36960,-0.394107862,0.00065456
AT5G05370,-0.394268438,0.041068669
AT3G02460,-0.39521512,0.024540886
AT5G18600,-0.395486004,0.034267446
AT1G48040,-0.395674829,0.03812376
AT3G53990,-0.395911449,0.004025629
AT3G05850,-0.3962284,0.009632696
AT5G10290,-0.396288685,0.001278629
AT1G15060,-0.396350601,0.006869792
AT3G47550,-0.396620172,0.004373921
AT4G11600,-0.396851098,0.025660251
AT3G58620,-0.396948169,0.005446548
AT5G03320,-0.397078649,0.000281718
AT1G76060,-0.397179688,0.03736708
AT1G67890,-0.397263777,0.007252821
AT4G37870,-0.397966265,4.84E-06
AT5G59960,-0.398563423,1.66E-06
AT5G03905,-0.398563934,0.036006892
AT4G17720,-0.399506052,0.00472115
AT4G34120,-0.399986984,0.016598157
AT4G12040,-0.400436224,3.81E-05
AT5G10490,-0.400647753,0.00030084
AT2G01540,-0.4008897,0.015592788
AT3G59950,-0.401485683,0.000351279
AT2G17760,-0.401666987,0.002425757
AT1G24440,-0.401767824,0.001170746
AT1G69330,-0.401774704,0.042732728
AT3G29270,-0.401963979,0.002932718
AT1G77380,-0.40212741,0.001197847
AT1G70610,-0.402188354,0.007509291
AT5G54300,-0.402386993,0.015449802
AT5G63320,-0.402799539,0.000125096
AT1G47270,-0.402938645,0.03209731
AT1G09815,-0.403002968,0.016801447
AT3G61800,-0.403018943,0.000763767
AT5G61960,-0.403410947,6.44E-05
AT5G25260,-0.40364987,0.033547335
AT2G39270,-0.404092086,0.040843584
AT1G75220,-0.404117213,0.000335886
AT3G13110,-0.404373481,0.041763987
AT4G31980,-0.404453443,0.00752544
AT5G65200,-0.404562794,0.037414002
AT1G49670,-0.404616773,0.002782271
AT1G80920,-0.405033476,0.000248021
AT5G60360,-0.405077362,7.25E-05
AT2G16710,-0.405275745,0.019888279
AT3G50080,-0.405542482,0.005134996
AT4G14910,-0.406212829,0.003805209
AT3G56310,-0.406225986,1.84E-07
AT1G28580,-0.406497516,0.009237874
AT3G12620,-0.40655911,0.005595145
AT3G22950,-0.406855393,0.000576495
AT5G39590,-0.407033837,3.17E-06
AT5G50380,-0.407127136,7.77E-05
AT4G23270,-0.407798404,0.000267955
AT4G24400,-0.407918394,0.001417134
AT5G42810,-0.407933809,0.044051309
AT1G20880,-0.408517901,0.007296049
AT5G19860,-0.408611269,0.001534976
AT4G20300,-0.408936998,0.004839024
AT5G14420,-0.408977289,0.001173242
AT1G26690,-0.409048143,0.025095836
AT5G48150,-0.409311856,0.000235937
AT2G03440,-0.409520348,0.001767398
AT1G25220,-0.409748133,0.009048261
AT4G19450,-0.409881387,0.008078448
AT3G12630,-0.41013548,0.001199608
AT3G55960,-0.410202332,0.002275744
AT4G00550,-0.410287892,0.009452646
AT3G13450,-0.410436181,4.08E-06
AT5G27840,-0.410652254,0.000677282
AT3G47060,-0.410816504,0.002100236
AT5G18400,-0.411527416,0.031269994
AT3G06850,-0.411531706,5.88E-09
AT5G63980,-0.411564341,0.003095482
AT1G65720,-0.411810775,0.004171681
AT4G31820,-0.411849053,0.003861237
AT4G24200,-0.411849105,0.003720375
AT3G13445,-0.41198807,0.002946709
AT3G14810,-0.412395107,0.016355418
AT5G62000,-0.412572013,1.11E-06
AT1G24150,-0.412635317,0.039782803
AT1G22750,-0.412830172,0.031918655
AT3G54100,-0.412989097,0.008430298
AT4G21410,-0.413098394,0.000190179
AT1G69910,-0.413267249,0.004261155
AT5G22450,-0.413501717,8.76E-06
AT1G69640,-0.414020889,0.00014066
AT2G18960,-0.414333849,9.83E-05
AT4G26120,-0.414547709,0.039035031
AT4G30960,-0.41461094,0.001630643
AT1G04960,-0.414625098,0.002076398
AT3G22980,-0.414852529,0.000279424
AT1G19530,-0.414955882,0.003436008
AT5G04830,-0.415107172,0.00342324
AT1G19270,-0.415676226,0.036867949
AT3G43700,-0.416073102,0.010807017
AT2G23770,-0.416115939,0.009731397
AT2G18730,-0.416507432,0.000650214
AT3G19010,-0.416666743,0.03839191
AT5G12390,-0.416753794,0.006806409
AT5G65630,-0.416909293,0.002361004
AT3G47295,-0.416972301,0.021719034
AT1G55170,-0.417245478,0.036364413
AT5G11530,-0.417761453,5.39E-05
AT1G30810,-0.418036722,0.000891494
AT3G14990,-0.418514375,0.015043487
AT1G17790,-0.418518967,0.023798357
AT4G24020,-0.418595506,1.80E-05
AT1G03080,-0.418916386,0.000107568
AT3G57330,-0.419115135,0.00021239
AT3G28450,-0.419199148,0.002053175
AT2G36895,-0.419840121,0.001061622
AT4G08510,-0.419861668,0.008506842
AT4G00440,-0.419942793,0.010295703
AT1G70750,-0.419988212,0.012288495
AT3G03990,-0.419991156,0.038812053
AT1G02500,-0.42008715,7.62E-07
AT3G51730,-0.42023412,0.000395109
AT1G74180,-0.420410543,0.017673303
AT1G73680,-0.42047945,0.008950408
AT1G09270,-0.420954255,0.000603513
AT1G77890,-0.42106536,0.00019785
AT4G11850,-0.42108623,0.000638025
AT5G09260,-0.421218435,0.037307849
AT3G06750,-0.422304284,0.029335114
AT2G19710,-0.422774566,0.017803763
AT5G60750,-0.422887076,0.001921406
AT4G36730,-0.422891361,4.42E-08
AT1G12760,-0.423306137,0.000170148
AT3G21070,-0.423565703,0.014533221
AT1G50440,-0.424679325,0.001640214
AT3G10050,-0.424926736,0.002729436
AT1G09420,-0.425074546,0.029608847
AT1G10500,-0.425451857,0.000185866
AT3G24420,-0.42573764,0.016947137
AT1G62200,-0.426056799,0.03556099
AT5G18540,-0.426344205,0.028973914
AT1G76150,-0.426359029,1.02E-05
AT5G13810,-0.4265562,0.037538594
AT1G12250,-0.427033059,0.01247814
AT2G17290,-0.427450859,0.002737872
AT1G76390,-0.427639541,0.001178778
AT5G66790,-0.427894017,0.005509367
AT5G35560,-0.428129728,0.005483285
AT3G12740,-0.428338365,0.001197902
AT1G14000,-0.428352238,0.000403797
AT1G79160,-0.428530327,0.009508724
AT1G20330,-0.429079873,0.000196678
AT4G16890,-0.429142091,0.019151219
AT3G62650,-0.429279317,1.59E-05
AT2G32240,-0.429491708,0.004566985
AT4G37630,-0.429702804,0.036603328
AT2G41100,-0.429966609,0.006396181
AT2G40000,-0.42998054,0.024166604
AT2G16660,-0.430037467,0.011360353
AT4G13530,-0.430277363,1.29E-05
AT1G68690,-0.430290934,0.039399281
AT3G10260,-0.430296796,0.0015016
AT1G02340,-0.430349868,0.038675291
AT3G15440,-0.43054214,0.010279586
AT1G26440,-0.430663088,0.000152695
AT4G38250,-0.430869229,0.014225334
AT4G23470,-0.430936553,7.70E-05
AT1G26270,-0.431101941,0.013279628
AT3G50910,-0.431387355,0.018476524
AT5G37070,-0.431458588,0.022192848
AT4G19140,-0.431495804,0.003992974
AT3G21750,-0.431579355,0.024935143
AT1G19650,-0.432331032,0.011397878
AT1G31175,-0.432712423,0.026357102
AT5G03500,-0.432983903,0.000598795
AT3G61980,-0.433015844,0.014344685
AT5G62910,-0.434022554,1.84E-05
AT3G23540,-0.434821367,3.38E-05
AT5G27750,-0.435100664,0.032143022
AT1G27300,-0.435162946,0.001002914
AT1G77770,-0.435242008,0.001927538
AT5G24210,-0.435359668,0.011269778
AT2G29970,-0.435901147,0.000882239
AT2G31380,-0.436028498,0.014549281
AT4G30210,-0.436401836,0.038458314
AT3G45040,-0.43641953,0.01450663
AT3G60110,-0.436444667,0.014308162
AT2G14750,-0.436587008,0.018613785
AT5G46790,-0.436601671,0.0401315
AT5G16830,-0.436654037,0.00053225
AT1G62422,-0.437345241,0.015037966
AT1G22040,-0.437769169,0.002606074
AT1G15030,-0.437971967,6.32E-05
AT3G54140,-0.43831825,0.01004279
AT5G10180,-0.438696543,7.23E-05
AT3G63010,-0.43887374,2.56E-05
AT4G13550,-0.438975084,0.016606675
AT3G48000,-0.439105896,5.33E-06
AT2G30870,-0.439112936,0.00011462
AT3G17240,-0.439389835,8.08E-06
AT3G09560,-0.439414885,0.001095688
AT3G05050,-0.439428128,2.01E-06
AT5G01750,-0.439576794,0.001809516
AT4G32040,-0.439615642,0.000155542
AT4G29070,-0.440255848,0.036144731
AT4G34390,-0.441395141,0.00507595
AT1G16540,-0.441965816,0.000772911
AT5G39660,-0.442476798,0.003444852
AT4G13980,-0.442763997,0.000334099
AT1G72930,-0.443201421,0.033108543
AT2G44490,-0.443302694,0.029835262
AT3G01980,-0.444126944,0.007462459
AT5G58380,-0.444670529,0.006007356
AT1G53910,-0.445053156,4.42E-06
AT2G44350,-0.445210693,1.81E-07
AT4G16680,-0.445833116,0.013874297
AT4G04320,-0.446596717,0.000248928
AT3G10450,-0.446802483,0.017317369
AT5G36220,-0.446855681,0.00027293
AT3G52710,-0.447192828,0.006257068
AT1G19770,-0.447345164,0.000311119
AT3G51370,-0.447607682,5.54E-07
AT1G78310,-0.447835461,0.006756225
AT3G10740,-0.44797856,0.000260917
AT1G13960,-0.448054675,0.000129469
AT4G39850,-0.448393907,1.50E-08
AT5G41580,-0.448469197,0.014489952
AT2G24530,-0.448632268,0.017373428
AT2G17730,-0.448766014,0.005315467
AT4G05050,-0.448873324,0.001672736
AT1G62810,-0.449528407,0.035168365
AT5G22120,-0.44979336,3.23E-06
AT5G58375,-0.450505184,0.042130302
AT5G27610,-0.450521291,0.003925857
AT1G29760,-0.450575325,4.97E-07
AT3G55600,-0.450931477,0.001907324
AT1G07700,-0.451596667,0.007432615
AT2G23420,-0.45187915,0.001173078
AT5G57015,-0.452232964,0.004404034
AT1G01650,-0.452334225,1.39E-06
AT5G60680,-0.452706796,0.00272024
AT3G61890,-0.452794285,0.003723861
AT1G61690,-0.453330171,3.46E-07
AT1G55510,-0.453714819,7.69E-07
AT5G48412,-0.45415749,0.001881114
AT3G17820,-0.454529501,8.41E-05
AT1G77500,-0.455097846,0.003106714
AT2G02370,-0.455426228,0.018191227
AT4G35830,-0.455626135,3.81E-13
AT1G13390,-0.45588825,0.002005401
AT5G24810,-0.456595558,0.003268146
AT4G27680,-0.457323794,0.00268719
AT1G75460,-0.457492441,0.020535732
AT3G09920,-0.457567464,0.0004493
AT3G11820,-0.457913773,0.003658164
AT5G38220,-0.458172903,0.01980884
AT3G57550,-0.458922815,9.45E-06
AT3G17770,-0.458943173,1.34E-05
AT3G10985,-0.459050797,0.001051482
AT3G23000,-0.461062005,0.003861634
AT4G17900,-0.461298001,0.015081247
AT3G10250,-0.461350692,2.34E-05
AT4G25900,-0.461556702,0.0027736
AT2G47820,-0.46165452,0.023087548
AT5G24270,-0.461778297,0.003163139
AT5G16370,-0.462515425,1.38E-05
AT4G16250,-0.462827538,0.000867904
AT5G44870,-0.463941763,3.33E-07
AT1G22840,-0.46467461,0.000490005
AT3G63390,-0.464716373,0.003030934
AT3G59660,-0.465063788,4.17E-06
AT1G28210,-0.465231216,0.010092869
AT5G39360,-0.465829163,0.002128211
AT3G48780,-0.465842177,8.18E-08
AT3G18560,-0.465925602,0.001742233
AT4G38980,-0.467211768,0.013891444
AT5G19230,-0.467225594,0.00253543
AT3G14690,-0.467544744,0.017532468
AT1G79970,-0.46782216,0.009983797
AT1G58100,-0.467989408,2.75E-05
AT1G30500,-0.468156953,0.031254467
AT3G01290,-0.468542744,1.80E-09
AT2G46930,-0.468820353,0.006007356
AT2G13650,-0.468928552,0.000519985
AT3G44630,-0.468979001,0.031624931
AT5G51040,-0.469148796,0.001853713
AT1G08890,-0.470123926,0.020762118
AT3G03720,-0.470905964,5.92E-05
AT3G02880,-0.470945261,0.007475517
AT2G30640,-0.472234057,0.029483429
AT3G04670,-0.472527084,0.0005285
AT2G17720,-0.472631893,4.66E-06
AT5G41800,-0.472714915,0.041291901
AT1G48490,-0.473011648,1.58E-09
AT2G17740,-0.473257533,0.003058244
AT3G62410,-0.473527554,0.000875555
AT1G08900,-0.473751079,0.000101402
AT3G17250,-0.473958244,0.019690365
AT4G03820,-0.474122107,0.024791067
AT2G31400,-0.474713187,2.01E-07
AT3G26020,-0.474837012,0.000579376
AT1G30730,-0.474865369,0.000672287
AT1G07470,-0.475081765,0.00452787
AT5G47100,-0.475498555,0.009559096
AT4G39980,-0.4755375,0.005609188
AT2G41880,-0.476376462,0.000525389
AT4G34970,-0.476957568,0.002352989
AT4G08290,-0.477071744,0.021949584
AT2G24240,-0.477659047,0.012772907
AT2G02220,-0.477694484,7.44E-05
AT1G61740,-0.477867986,9.51E-08
AT3G05350,-0.477902533,1.61E-07
AT4G30060,-0.478018794,0.005609188
AT5G54650,-0.478161695,0.001796825
AT5G04020,-0.479168706,0.005615406
AT3G26100,-0.479435991,0.000246732
AT3G21610,-0.479495135,4.71E-05
AT3G06350,-0.479531599,3.82E-06
AT4G14410,-0.479696609,6.55E-06
AT3G56410,-0.479750777,0.000155057
AT5G17280,-0.479925199,0.002721871
AT3G29400,-0.480010219,0.000213985
AT4G03410,-0.480178277,0.003821575
AT5G41350,-0.480753676,9.38E-05
AT1G02880,-0.480775794,0.013426438
AT4G21960,-0.48191365,0.044417049
AT3G22430,-0.482397811,0.00106566
AT5G04860,-0.482569175,0.003152917
AT3G07730,-0.483977412,0.045306462
AT5G50170,-0.484663717,0.004765023
AT3G06300,-0.484804584,6.46E-05
AT3G16870,-0.484835989,0.022316931
AT5G55860,-0.484963367,0.000213615
AT3G08690,-0.485171598,0.000213864
AT4G33565,-0.4853297,0.001077149
AT3G16190,-0.48538362,0.000127309
AT4G11211,-0.485609571,0.032249815
AT1G80360,-0.485938595,0.000100668
AT4G35510,-0.486942151,0.007783854
AT1G78420,-0.487257489,1.27E-08
AT3G13430,-0.487307289,0.014120364
AT5G08139,-0.487365888,0.000566421
AT2G37150,-0.487965618,9.38E-05
AT1G59910,-0.48796836,0.017781054
AT1G13245,-0.488138646,1.53E-05
AT4G34340,-0.488372078,0.025168353
AT4G04960,-0.488563142,5.58E-05
AT3G47730,-0.490447512,6.16E-07
AT5G48965,-0.490576768,0.020995471
AT4G06676,-0.492676771,0.005338255
AT2G44970,-0.493021332,0.002713918
AT2G20610,-0.493540351,0.001054691
AT1G44100,-0.49376708,0.000282404
AT5G05140,-0.493882593,0.000642246
AT4G20930,-0.494203687,0.004765023
AT2G39725,-0.494386679,0.003192653
AT2G02860,-0.494409501,0.004197969
AT5G66450,-0.495018618,0.009414994
AT3G22260,-0.495810886,0.000389782
AT1G51350,-0.495882728,0.000786489
AT4G35940,-0.495886791,0.032637563
AT5G49610,-0.495952206,0.04947977
AT5G26622,-0.495956976,0.001029503
AT5G13280,-0.496112977,1.22E-07
AT3G25070,-0.496445803,2.42E-07
AT5G18490,-0.496533182,9.74E-08
AT3G52060,-0.496681663,3.79E-07
AT5G35370,-0.497340275,0.000772662
AT3G18280,-0.497777522,0.002368197
AT3G22530,-0.498586876,0.001445087
AT1G07030,-0.498607984,0.000489382
AT5G43403,-0.49888739,0.039091161
AT1G78895,-0.499007989,0.000821731
AT4G38740,-0.49969691,0.028939501
AT1G77370,-0.499789749,6.72E-07
AT3G06330,-0.500261952,4.52E-05
AT4G31240,-0.500441779,0.0038687
AT3G16220,-0.501095573,3.79E-06
AT3G02910,-0.501148864,0.005651959
AT5G61600,-0.501295486,0.000762655
AT1G73660,-0.501901497,0.000198342
AT2G14850,-0.50209461,0.002106487
AT1G55730,-0.502116923,0.000664414
AT3G19910,-0.502236644,8.15E-08
AT5G43440,-0.502304424,9.67E-06
AT1G34180,-0.50256912,0.040225631
AT1G80830,-0.502770571,0.047150675
AT5G40170,-0.5027835,0.000280489
AT1G04970,-0.502791648,2.39E-06
AT1G49740,-0.504152833,0.005480012
AT2G03060,-0.504302052,0.009782548
AT4G19870,-0.504546998,0.00067243
AT4G23050,-0.506118844,0.006111122
AT1G58470,-0.506141008,0.009343858
AT2G17710,-0.506840341,0.028771415
AT3G53280,-0.507086823,0.003280823
AT1G76590,-0.507222774,0.001226254
AT1G21450,-0.507859775,4.02E-06
AT4G26080,-0.508082801,2.74E-09
AT3G06810,-0.508123308,1.77E-06
AT5G39030,-0.508361166,0.019299983
AT5G53750,-0.508739609,0.000354489
AT5G42050,-0.509110295,0.007212834
AT2G46080,-0.509202528,4.77E-05
AT1G51790,-0.509264713,0.000840502
AT2G48020,-0.509433964,0.00277376
AT2G13610,-0.510232579,0.006152865
AT1G45180,-0.510953957,0.003166339
AT3G16570,-0.511690162,0.000888593
AT3G26680,-0.511845098,9.67E-07
AT1G53430,-0.5119498,0.00089377
AT4G14930,-0.512198288,0.002081262
AT5G64300,-0.512204953,0.001607904
AT3G27610,-0.512764177,2.56E-05
AT1G18900,-0.513042282,0.00084273
AT2G33600,-0.513101334,0.000606247
AT1G13560,-0.513408599,1.25E-06
AT1G24350,-0.513477639,0.003605081
AT4G11330,-0.513617163,0.01057968
AT4G14230,-0.514319724,1.22E-06
AT4G22820,-0.514329833,1.40E-05
AT1G01260,-0.514500677,1.20E-07
AT3G11770,-0.515184693,0.015188061
AT5G03220,-0.515963141,0.001010524
AT5G13090,-0.51650276,0.000174455
AT4G16765,-0.516614633,9.16E-05
AT1G02000,-0.516614769,0.014618345
AT1G22190,-0.516700686,0.012448317
AT1G04120,-0.517057724,4.38E-06
AT1G20780,-0.517090236,1.12E-08
AT1G51130,-0.517295414,0.005521821
AT5G20300,-0.51792301,1.03E-05
AT1G31130,-0.518682295,0.000203434
AT3G17365,-0.51869568,0.003215119
AT5G07080,-0.518832221,0.032648529
AT5G53330,-0.51907263,2.89E-06
AT1G21640,-0.519145705,1.22E-07
AT3G06510,-0.51946884,3.07E-05
AT4G34150,-0.519612484,0.03246069
AT4G39780,-0.519774895,0.000118957
AT3G18440,-0.519799546,6.62E-06
AT5G02630,-0.520129391,0.001191829
AT2G39170,-0.520152115,0.000643903
AT1G08050,-0.520466714,0.010794307
AT4G17230,-0.520700374,0.043868114
AT1G56145,-0.521372306,0.000116343
AT5G64840,-0.521761864,1.91E-13
AT4G15800,-0.521983325,0.049248158
AT3G14680,-0.522034426,0.00714379
AT4G16770,-0.522319069,0.000264986
AT4G27950,-0.522336873,1.39E-05
AT1G61640,-0.52246755,0.001677108
AT2G34660,-0.523116144,0.000807568
AT2G15730,-0.523388407,0.012508669
AT3G05580,-0.52349053,0.025258609
AT2G40780,-0.523569306,0.025571192
AT2G23680,-0.523698391,0.000632249
AT5G04310,-0.523710612,0.000608526
AT1G71100,-0.524176328,0.005594919
AT3G13000,-0.524534346,0.025338167
AT3G49850,-0.524681492,0.000213032
AT4G37550,-0.525303244,0.00306133
AT2G46500,-0.525336367,0.02213504
AT1G61370,-0.525437327,7.45E-05
AT1G53110,-0.52546935,0.000557537
AT1G07630,-0.525816853,3.11E-05
AT5G14780,-0.52642363,0.011557667
AT3G10420,-0.526553348,1.13E-07
AT1G06430,-0.526608724,7.59E-11
AT1G65820,-0.526879608,1.95E-07
AT2G39660,-0.526934642,0.000118265
AT5G54500,-0.527306812,1.48E-12
AT2G27385,-0.527604408,0.000622859
AT5G10750,-0.528056837,0.005062799
AT3G05200,-0.528186535,3.50E-05
AT5G59550,-0.528613152,0.01396432
AT1G62760,-0.528743077,0.028060667
AT4G33430,-0.528969318,1.59E-11
AT4G16670,-0.529326581,0.010536737
AT1G12640,-0.529345446,2.09E-07
AT4G32600,-0.529779107,0.000174806
AT5G09680,-0.530173594,1.49E-06
AT5G03190,-0.530413494,0.001886402
AT3G23080,-0.531077388,0.000237298
AT2G01450,-0.531310053,8.33E-10
AT1G75400,-0.531392406,0.000388989
AT1G03250,-0.531425772,3.52E-05
AT3G21650,-0.531520083,5.05E-05
AT1G80450,-0.531794126,0.006048551
AT2G43540,-0.531868986,0.00562268
AT4G23010,-0.531970376,0.000363754
AT3G10490,-0.532029124,1.77E-10
AT1G76560,-0.532395155,0.011990998
AT3G18690,-0.532469875,0.001073353
AT4G38940,-0.532538049,0.005787403
AT5G65110,-0.532811313,1.43E-05
AT5G46050,-0.532860531,0.012905905
AT2G27480,-0.533025943,0.01177818
AT4G12070,-0.533336259,0.000776088
AT1G63180,-0.533729933,9.39E-05
AT2G27360,-0.533752906,0.013070922
AT2G03470,-0.533856034,6.67E-07
AT3G58710,-0.534212009,0.0483667
AT4G24050,-0.534432014,0.045566922
AT5G67590,-0.534462406,1.36E-07
AT3G09570,-0.53526136,1.66E-07
AT2G40110,-0.535736236,0.002383575
AT5G41100,-0.535844364,0.000238033
AT2G31570,-0.536272908,2.45E-07
AT1G07040,-0.537036279,4.62E-07
AT1G21000,-0.537050631,3.91E-08
AT2G29940,-0.537505045,0.010769988
AT3G60130,-0.537534753,7.45E-07
AT5G57340,-0.537844912,0.015225617
AT1G61360,-0.538023102,0.004178854
AT1G70530,-0.538998827,0.003243717
AT4G17530,-0.539018702,4.59E-06
AT5G47870,-0.539082981,0.000929315
AT5G25050,-0.539116775,1.64E-05
AT1G55080,-0.539910911,0.007053264
AT5G04250,-0.53998892,0.016622738
AT5G45410,-0.540355689,8.16E-07
AT5G57740,-0.540418644,0.029825902
AT1G06550,-0.541361039,0.001217832
AT1G80610,-0.542084591,0.034054046
AT4G26060,-0.542323323,3.82E-06
AT3G59280,-0.543003213,0.00281224
AT2G43280,-0.54318752,0.031888082
AT5G64240,-0.5437185,2.40E-06
AT3G51880,-0.543750616,2.71E-07
AT3G14070,-0.543947254,0.029402987
AT5G20950,-0.544105436,3.35E-07
AT5G21105,-0.544105629,4.41E-08
AT3G11773,-0.544169016,0.011407466
AT2G22890,-0.544364478,0.004012235
AT4G04870,-0.544670029,0.013358855
AT2G35390,-0.545049578,1.43E-08
AT5G57900,-0.545071734,4.53E-06
AT5G47200,-0.546069189,2.47E-07
AT5G66760,-0.546142032,1.47E-11
AT4G28600,-0.546614119,2.52E-08
AT3G13190,-0.546693117,0.016979819
AT3G28100,-0.546855238,0.028964987
AT3G27380,-0.547246423,7.76E-06
AT4G31550,-0.54729439,0.008329181
AT1G68410,-0.547406839,0.000380069
AT4G15610,-0.547471458,0.017227093
AT4G20110,-0.547594912,1.50E-05
AT5G46910,-0.548184458,0.041012385
AT5G07030,-0.548467964,0.006997355
AT3G16910,-0.54934888,0.001500638
AT4G18130,-0.549531984,1.58E-05
AT5G45840,-0.54960832,0.009694896
AT2G20250,-0.549754697,0.028314195
AT1G20980,-0.55054687,1.17E-14
AT1G02930,-0.551587924,0.011968129
AT5G27350,-0.55218648,2.65E-05
AT3G21790,-0.55259063,5.13E-05
AT3G20670,-0.553058607,0.000540159
AT1G17330,-0.553290831,8.04E-06
AT5G13760,-0.553469074,6.50E-06
AT3G28850,-0.553493184,0.005200076
AT4G21980,-0.553751464,9.47E-06
AT4G24920,-0.553910052,0.005055626
AT4G31510,-0.554046053,2.49E-08
AT5G57060,-0.554115459,0.000643408
AT1G15300,-0.554928159,0.022501508
AT5G59430,-0.555279578,2.99E-08
AT3G11690,-0.555695978,6.52E-06
AT2G46620,-0.555802939,0.000404651
AT2G31085,-0.55590315,0.044681796
AT1G55970,-0.556083607,0.000306018
AT3G54620,-0.556806078,3.76E-10
AT4G17486,-0.556857478,9.42E-12
AT3G51990,-0.557419622,0.004016627
AT1G19850,-0.557751423,0.040497304
AT3G24440,-0.558374098,0.000270317
AT4G12490,-0.558549477,0.041763987
AT5G63490,-0.558639548,0.000486933
AT4G31500,-0.55940052,0.000203334
