genes,lfc_liu2020,qval_liu2020
AT1G21920,0.361761486,0.016427296
AT3G63520,0.360693569,0.003517667
AT5G16810,0.360196935,0.047871599
AT3G46970,0.360152095,0.045353415
AT5G56950,0.35992967,0.019768517
AT2G42600,0.35972212,0.029085511
AT5G16715,0.359648628,0.012683963
AT1G49890,0.359505266,0.046705031
AT4G24490,0.358484083,0.002887547
AT4G02770,0.358427886,0.003940985
AT2G34590,0.358191644,0.001199826
AT1G75130,0.35813461,0.026668513
AT4G00180,0.358105977,0.029600666
AT1G49600,0.357945044,0.000329988
AT1G10820,0.357918728,0.014599166
AT1G11430,0.357723875,0.014211356
AT1G47290,0.357259616,0.04008316
AT2G36620,0.356894336,0.002048987
AT2G25350,0.356592222,0.035303298
AT5G59800,0.356506245,0.012205018
AT3G27080,0.356348517,0.012725065
AT3G57150,0.35616505,0.000878293
AT1G64790,0.356096655,0.009986129
AT2G42710,0.355960323,0.015291599
AT5G19370,0.35591664,0.002907007
AT1G79990,0.355622959,9.87E-05
AT3G24190,0.354028429,0.031741581
AT1G64510,0.353943667,0.004621148
AT2G19520,0.353885361,0.01058216
AT5G61020,0.353726868,0.000893607
AT1G25230,0.353665681,0.029982603
AT5G18280,0.352593561,0.001311177
AT5G08650,0.352435296,0.009951386
AT1G32990,0.351955157,0.041358415
AT4G09510,0.351944054,0.040991283
AT3G07030,0.351340647,0.045258727
AT5G51430,0.351245251,0.010945879
AT4G35780,0.351210325,0.003832322
AT1G12270,0.350605925,0.001188199
AT5G62930,0.350524483,0.014804755
AT1G75990,0.350370112,0.003862833
AT1G71070,0.349916322,0.023584124
AT3G25040,0.349911695,0.003280823
AT1G55670,0.349818811,0.022388839
AT1G53645,0.349645603,0.010994198
AT5G45140,0.349628101,0.002613731
AT1G79050,0.349413196,0.029810066
AT2G35260,0.348816858,0.014753877
AT5G11270,0.348650361,0.029980303
AT1G72440,0.348504383,0.000588308
AT2G21300,0.348136263,0.001339004
AT5G41950,0.347766079,0.001017393
AT1G11860,0.347508234,0.014442982
AT2G26060,0.347445051,0.005911127
AT1G24510,0.347222363,0.000992916
AT3G59820,0.347181404,0.004900556
AT3G10530,0.346621359,0.03065047
AT4G04640,0.346596271,0.003582731
AT1G09630,0.346494262,0.040481383
AT2G32520,0.346425958,0.00017186
AT4G25740,0.346133645,0.034206086
AT5G60670,0.345524074,0.008278743
AT2G34430,0.345469893,0.043938335
AT1G67090,0.345418111,0.049371589
AT4G23650,0.345331217,0.000439598
AT3G23700,0.345113681,0.007600202
AT4G35850,0.344989284,0.001173751
AT1G56500,0.344545559,0.036406908
AT1G73180,0.344072636,0.04321606
AT3G08550,0.343979595,0.010465053
AT2G37990,0.343202242,0.001501152
AT2G36720,0.343177081,0.001156015
AT1G77460,0.342950732,0.015583163
AT4G30470,0.342657906,0.011491662
AT3G51510,0.34203057,0.017466627
AT4G12600,0.342021129,0.041815677
AT3G01180,0.341565263,0.033889294
AT3G46600,0.341061671,7.60E-05
AT1G73230,0.340746737,6.72E-05
AT3G24480,0.340568736,0.035440529
AT4G33110,0.34034242,0.027952056
AT3G49010,0.34013036,2.62E-05
AT4G26650,0.339920966,0.006586092
AT1G12230,0.339683634,0.009574128
AT3G26935,0.339522631,0.020798078
AT1G27190,0.339505724,0.013628224
AT4G09650,0.339427681,0.002418095
AT2G37270,0.339029772,0.010039539
AT5G25265,0.33859477,0.002102921
AT4G17520,0.338386945,0.001579579
AT3G61150,0.338364923,0.035394658
AT1G07840,0.337932766,0.038518115
AT2G17020,0.337766696,0.015376068
AT3G13230,0.337540186,0.014250492
AT5G53620,0.337337034,0.011859622
AT5G27950,0.336771619,0.005375968
AT1G52930,0.336667398,0.014955303
AT1G56110,0.336202322,0.00147178
AT4G00090,0.336066989,0.002381908
AT4G20010,0.335757343,0.019011823
AT5G12370,0.335750991,2.55E-05
AT2G38040,0.33543836,0.000835479
AT3G57650,0.334524306,0.008614328
AT5G64600,0.334167318,0.025547171
AT3G56910,0.334056517,0.002143901
AT1G48350,0.333956798,0.02364695
AT5G64580,0.333901158,0.014671109
AT3G51270,0.333474413,0.005981484
AT1G71220,0.333369032,7.48E-06
AT3G51010,0.333095865,0.018230195
AT5G65940,0.332824091,0.014804755
AT2G35450,0.33256054,0.020004824
AT2G38540,0.332479087,0.000205027
AT3G62530,0.332213492,0.00246677
AT5G13510,0.332167823,0.039074483
AT4G21210,0.331665848,0.010736228
AT5G39830,0.33140275,0.034849728
AT4G26480,0.331227869,0.004272594
AT1G09570,0.331101609,0.002583649
AT5G10745,0.330933593,0.045052659
AT5G37310,0.330695221,0.029229654
AT1G72160,0.330689078,0.009048261
AT4G30690,0.330438675,0.012074301
AT2G44980,0.330424335,0.024693101
AT2G46820,0.330205664,0.001598474
AT3G20820,0.329983165,0.011626346
AT5G04710,0.329792251,0.030817057
AT3G01560,0.328704405,0.009233146
AT3G15980,0.32773359,0.015724865
AT3G46780,0.327338064,0.011099007
AT3G57470,0.327203964,0.03605015
AT1G20090,0.327142428,0.004039401
AT5G61190,0.326863065,0.04073492
AT3G11630,0.326575005,0.006244508
AT1G28260,0.32648835,0.028180167
AT3G59110,0.326357675,0.035513882
AT3G07140,0.326228107,0.011295914
AT4G34640,0.326055568,0.005439526
AT5G64740,0.325710821,0.007433225
AT3G25920,0.325618227,0.017232333
AT4G38580,0.325554917,0.01499108
AT4G39040,0.325410232,0.011305854
AT1G74840,0.32494401,0.014088055
AT5G56000,0.324894993,0.010652081
AT3G56590,0.323983416,0.006348904
AT2G37220,0.323234054,0.004131011
AT1G31410,0.323175479,0.03630291
AT1G54690,0.322945398,0.037385743
AT1G12770,0.322460425,0.02673835
AT3G51260,0.321969111,0.014416862
AT5G27270,0.321854153,0.04075602
AT2G22400,0.321847343,0.00883152
AT1G74970,0.321701375,0.015188061
AT1G79650,0.321426394,0.023281926
AT4G08520,0.321280885,0.016074202
AT4G12650,0.321251238,2.97E-05
AT2G38670,0.321238399,0.004052566
AT4G21150,0.321086983,0.000104649
AT1G35620,0.320973247,0.034529514
AT5G27120,0.320581258,0.046673766
AT1G13270,0.31994095,0.013225999
AT5G64360,0.319578263,0.025272334
AT5G41260,0.319135193,0.02614464
AT2G44610,0.31912725,0.001450125
AT2G01270,0.318700647,0.01066073
AT3G18390,0.318660764,0.009120852
AT1G31420,0.318393761,0.009974013
AT1G13640,0.318353155,0.00793673
AT4G35450,0.317813232,0.001169746
AT3G54650,0.317645013,0.013110267
AT4G29810,0.317332699,0.006118862
AT2G33800,0.316862247,0.000516704
AT5G04420,0.316247354,0.005983334
AT1G56590,0.31618196,0.02921652
AT3G59900,0.315945898,0.009666119
AT3G55280,0.31523551,0.046112237
AT3G26720,0.314917789,0.011907447
AT5G65930,0.314625359,0.036465699
AT3G21055,0.314240008,0.014370845
AT1G76100,0.313990842,0.025908926
AT1G74960,0.313927189,0.003879191
AT1G12580,0.313637404,0.002538082
AT1G10950,0.313576242,0.000482013
AT5G20890,0.312867135,0.000719142
AT5G04430,0.312634201,0.007252839
AT1G51570,0.312549693,0.021727046
AT3G16810,0.312301861,0.008820344
AT3G20050,0.311832434,0.000857507
AT2G26110,0.311351835,0.014595491
AT5G19760,0.310650012,0.001122117
AT5G25100,0.310373805,0.002058291
AT5G22800,0.310182482,0.03208578
AT5G66680,0.309925729,0.000116088
AT3G07980,0.309841601,0.015382935
AT1G22882,0.309599328,0.028727952
AT5G41190,0.309466453,0.010042951
AT1G74910,0.309095813,0.000989656
AT5G30510,0.308952479,0.000348038
AT3G14420,0.308784641,0.001344003
AT5G46420,0.308702531,0.004872098
AT2G15860,0.30865488,0.005853961
AT3G07950,0.308631786,0.015904247
AT3G63190,0.308570124,0.015203244
AT2G26730,0.308455393,0.047480215
AT4G09020,0.307935456,0.035797092
AT5G38600,0.307814908,0.018808286
AT5G38480,0.307449275,0.029827898
AT5G60390,0.306915714,2.79E-05
AT1G67700,0.306762021,0.028772713
AT5G26780,0.306757988,0.016986439
AT5G28290,0.306198437,0.028668381
AT2G39750,0.305838352,0.002949817
AT1G67140,0.305772593,0.042147074
AT3G52150,0.305689506,0.018000237
AT1G49760,0.305590198,0.000141488
AT2G18220,0.305507966,0.018585636
AT3G14110,0.305047426,0.002389873
AT5G14320,0.304617035,0.003368484
AT3G57610,0.304353041,0.03429507
AT3G08943,0.304312039,0.044671052
AT1G58080,0.303899146,0.019008797
AT4G28030,0.303140951,0.020929691
AT1G07320,0.302724338,0.007155456
AT5G35930,0.302382317,0.045353415
AT5G58100,0.302175772,0.002097726
AT1G27090,0.301795478,0.00019115
AT5G05000,0.301720886,0.028820972
AT5G19690,0.301356373,0.000127309
AT4G19006,0.301067282,0.019318502
AT3G20540,0.301051848,0.042929392
AT4G30950,0.300833287,0.003070987
AT5G26360,0.300787546,0.000358828
AT5G49720,0.30050122,1.04E-06
AT2G47980,0.299862555,0.001959137
AT5G08390,0.299765137,0.047870218
AT4G35310,0.299511835,0.002911505
AT4G38440,0.299328999,0.026129579
AT4G39050,0.299324093,0.001472194
AT1G75540,0.2993237,0.003766132
AT1G68100,0.299119601,0.034063623
AT5G18580,0.298550486,0.001257283
AT3G11964,0.298504993,0.016822005
AT3G13530,0.298288273,0.012348286
AT1G63810,0.298206781,0.029682046
AT1G72050,0.297773884,0.009748578
AT3G44340,0.297724558,0.002205774
AT3G02060,0.297507406,0.032750131
AT4G38760,0.29734375,0.008492182
AT1G04420,0.297113633,0.012247915
AT3G63250,0.297065888,0.030168422
AT3G13120,0.296773487,0.047212626
AT5G25280,0.296479532,0.036875753
AT4G31480,0.296245964,2.01E-06
AT4G13170,0.296087694,0.041532445
AT5G58440,0.296011303,0.01767039
AT1G61180,0.295937016,0.019038266
AT1G06720,0.295803056,0.027133373
AT1G13980,0.295405766,0.000473822
AT2G31060,0.294648382,0.006305912
AT2G47960,0.294434982,0.006018062
AT3G56130,0.294396997,0.024835223
AT3G26370,0.29432672,0.015191902
AT2G36490,0.293577189,0.011430841
AT3G58610,0.293234802,0.000966274
AT4G26300,0.292717769,0.027826036
AT4G33080,0.292475538,0.013592564
AT5G63840,0.292201487,0.001387265
AT1G23400,0.29140848,0.00850849
AT2G45010,0.291139801,0.014389769
AT5G22920,0.289323686,0.002050501
AT2G47070,0.288931241,0.011219385
AT1G72370,0.287975028,0.033520385
AT2G41700,0.287781333,0.037005663
AT5G60980,0.28676959,0.002483005
AT3G17465,0.286715021,0.014633723
AT5G36210,0.286645715,0.012280015
AT3G23300,0.285976224,0.034140052
AT5G50310,0.285810501,0.027120077
AT5G58420,0.285121702,0.004361757
AT4G19660,0.284768993,0.019039054
AT1G23960,0.28408776,0.006628873
AT1G01920,0.283598855,0.012709006
AT1G18700,0.282026159,0.005513971
AT5G42190,0.28201113,0.010248029
AT1G52310,0.28092689,0.041310633
AT4G24840,0.280895754,0.012090986
AT4G02220,0.280427091,0.032082448
AT1G06900,0.280077974,0.004839587
AT2G45730,0.279806017,0.043477894
AT5G36230,0.278940781,0.00174789
AT2G25430,0.278886419,0.000971768
AT5G08280,0.27870517,0.008272364
AT2G25800,0.278665957,0.013886875
AT2G38280,0.278525464,0.022990851
AT5G55940,0.278406901,0.022189836
AT2G45700,0.278310859,0.007728771
AT4G38900,0.277195457,0.042076371
AT3G55400,0.276854501,0.009951386
AT1G61010,0.276335903,0.048137954
AT2G23350,0.27548615,0.009221704
AT3G47930,0.275388146,0.035524088
AT5G26570,0.274950317,0.013703106
AT5G63870,0.274012496,0.012939033
AT1G60070,0.273672748,0.024406365
AT5G51140,0.273425541,0.02038918
AT5G03940,0.273240014,0.022476791
AT5G53860,0.272503248,0.032817137
AT1G36160,0.271812634,0.020963645
AT5G42080,0.271265016,0.000927147
AT5G40950,0.271081663,0.014238094
AT4G17560,0.270896625,0.046760289
AT2G18020,0.270676636,0.026810333
AT5G22780,0.2706217,0.042479731
AT5G16440,0.269991208,0.023888933
AT5G20080,0.269449168,0.019530261
AT4G26720,0.269260691,0.04947977
AT1G09620,0.269213174,0.004521089
AT5G14030,0.269207335,0.005317772
AT2G24120,0.268936299,0.009885684
AT1G02560,0.268752137,0.000344794
AT5G39500,0.268365037,0.041516474
AT5G09810,0.266643084,0.005805394
AT5G16620,0.265992385,0.039793871
AT5G18650,0.265651089,0.033065758
AT5G16710,0.264867054,0.045393229
AT1G18450,0.264011297,0.024487359
AT1G49240,0.263360174,0.005573747
AT3G52140,0.262910595,0.008075102
AT4G33680,0.261937289,0.031123468
AT2G01820,0.260841909,0.03220094
AT5G58130,0.260120648,0.0376029
AT4G10840,0.259779399,0.011573993
AT5G57020,0.259139565,0.007078042
AT1G33680,0.258436649,0.017214808
AT1G15440,0.258159068,0.031294806
AT4G25970,0.256669949,0.008604211
AT2G34750,0.255536525,0.030540291
AT2G33450,0.253372227,0.028020456
AT1G06950,0.252857149,0.001401243
AT2G18900,0.252656376,0.020791214
AT4G24550,0.252318731,0.014591313
AT5G51230,0.251716964,0.046384237
AT4G34620,0.251364176,0.042590712
AT3G44330,0.250881558,0.02496815
AT1G06220,0.250483732,0.015673696
AT1G73060,0.250456535,0.016958217
AT3G13300,0.248992984,0.002076398
AT4G01320,0.248870088,0.021291127
AT3G52990,0.248836027,0.020592043
AT5G23740,0.248815417,0.044901399
AT1G10670,0.248163964,0.009110753
AT4G33530,0.246629097,0.037087022
AT2G23460,0.245946035,0.047814266
AT1G21680,0.244837155,0.015682419
AT2G25170,0.244608717,0.02350714
AT5G62190,0.244479736,0.009559471
AT3G06650,0.242967769,0.004280485
AT2G27860,0.2424559,2.07E-05
AT4G08920,0.242451365,0.025435262
AT1G14610,0.242029146,0.014537967
AT4G28470,0.241976471,0.044300753
AT3G11540,0.24135937,0.004501643
AT5G61970,0.239956153,0.032927126
AT3G62120,0.239719644,0.001685335
AT2G21410,0.23964281,0.011772979
AT2G32730,0.238761794,0.011814507
AT5G63400,0.23848979,0.008917183
AT1G13160,0.238463699,0.043452233
AT1G25490,0.23652176,0.016361305
AT2G20850,0.236411948,0.034619763
AT3G25150,0.235977239,0.021323402
AT5G11560,0.235301797,0.03200474
AT3G55020,0.234719837,0.018000237
AT5G18500,0.234365159,0.005685639
AT3G08510,0.231023314,0.043024777
AT2G31810,0.229949018,0.000760132
AT4G13350,0.229933682,0.012503622
AT5G01010,0.229684821,0.018557507
AT1G32050,0.2292234,0.033838375
AT3G17090,0.229210077,0.02815256
AT3G19170,0.22868709,0.037866567
AT2G21390,0.228432923,0.016691607
AT1G72150,0.223985203,0.007084867
AT4G38920,0.223360273,0.048612834
AT5G07300,0.223287579,0.027796827
AT2G27900,0.220923982,0.041733598
AT4G31490,0.220677915,0.007139751
AT4G02930,0.217656121,0.029405564
AT1G55350,0.217140509,0.028921683
AT3G59920,0.216417644,0.032880491
AT5G03880,0.215263637,0.045799765
AT5G59880,0.213229659,0.027846105
AT3G51550,0.211805168,0.001896566
AT2G44100,0.205965312,0.012557311
AT1G65930,0.201152698,0.04369469
AT2G01250,0.200432914,0.048120711
AT2G35050,0.191435207,0.003649741
AT5G11170,0.179813312,0.011023111
AT1G09690,0.177683882,0.047102232
AT1G76810,-0.170460469,0.043196141
AT3G51840,-0.176621898,0.012859947
AT3G27090,-0.177137212,0.044839084
AT5G34850,-0.191585189,0.047272725
AT4G37120,-0.193030091,0.029826226
AT4G20850,-0.193686744,0.005485128
AT5G39510,-0.196999053,0.029787933
AT1G65580,-0.197814874,0.048054477
AT4G32150,-0.20031636,0.041552719
AT3G63500,-0.201809811,0.014043842
AT5G57660,-0.203670463,0.017918424
AT2G43160,-0.203780066,0.003223239
AT2G26280,-0.204177091,0.027443203
AT5G18110,-0.20738707,0.030967504
AT5G13800,-0.209645285,0.030470756
AT3G48050,-0.210202294,0.02713121
AT1G01820,-0.217618778,0.034267446
AT5G55310,-0.217761332,0.032840186
AT2G45980,-0.221545115,0.049971036
AT3G23280,-0.22241351,0.048932821
AT1G04210,-0.223430232,0.034529514
AT3G52850,-0.224320224,0.006173491
AT4G24290,-0.224807281,0.029905545
AT2G43790,-0.224961879,0.009874779
AT1G27980,-0.229929328,0.048208132
AT3G17205,-0.230003623,0.042110859
AT5G40450,-0.230232872,0.013917065
AT5G24800,-0.232428754,0.034034348
AT1G15340,-0.233975169,0.01372983
AT3G52120,-0.234505154,0.036219683
AT1G48030,-0.235123672,0.027581356
AT3G12140,-0.240818023,0.013774418
AT4G29190,-0.241702236,0.036317773
AT4G27310,-0.241725932,0.047122581
AT4G19510,-0.242877552,0.015496755
AT5G24930,-0.243338496,0.008430752
AT5G42980,-0.245174567,0.015635319
AT4G29220,-0.245488765,0.041012385
AT4G21110,-0.24581882,0.034707704
AT2G24200,-0.245847541,0.008087189
AT1G04400,-0.247607799,0.009922139
AT2G39970,-0.247769768,0.018135047
AT3G25800,-0.247837857,0.008446524
AT4G13430,-0.247982969,0.009048261
AT2G26230,-0.248137548,0.0232123
AT2G42890,-0.248202273,0.019191927
AT5G57655,-0.250620697,0.00192546
AT3G05380,-0.251468115,0.016551972
AT3G04090,-0.251656657,0.006595216
AT3G06483,-0.251896276,0.027904913
AT4G39420,-0.252049393,0.042609366
AT4G08180,-0.252332534,0.046212685
AT3G13200,-0.252392523,0.004178854
AT4G30100,-0.254933767,0.016050563
AT3G24503,-0.254998802,0.048267298
AT5G19400,-0.256190899,0.012575942
AT5G10980,-0.256270987,0.037436642
AT5G48385,-0.257285311,0.036027209
AT4G00330,-0.258115936,0.021381326
AT1G19360,-0.258811758,0.024195214
AT5G62640,-0.258898888,0.041532445
AT3G12570,-0.260626551,0.019295098
AT5G18630,-0.260829274,0.026668513
AT4G11160,-0.261843332,0.011605533
AT1G78830,-0.261848825,0.034463088
AT3G15840,-0.261909563,0.033547335
AT3G24550,-0.262701185,0.04715068
AT3G63070,-0.264504014,0.003058244
AT5G60710,-0.264960311,0.035937645
AT5G54280,-0.265262147,0.042031251
AT1G23020,-0.265357088,0.00410038
AT5G43560,-0.266011796,0.007008782
AT5G46410,-0.266350606,0.048267298
AT3G48760,-0.266441738,0.034529514
AT4G24590,-0.266466139,0.035007898
AT4G19640,-0.267273022,0.012074301
AT1G18950,-0.268683958,0.017430864
AT3G55000,-0.26925786,0.043971613
AT1G09920,-0.269463866,0.038965218
AT1G77800,-0.269947606,0.005496768
AT5G39950,-0.270056357,0.044863827
AT2G36910,-0.270168425,0.010817907
AT1G21400,-0.270619075,0.034915274
AT3G01540,-0.271588471,0.000244251
AT1G68140,-0.271917524,0.007163224
AT4G10930,-0.272186723,0.028154382
AT3G52240,-0.272230261,0.002016327
AT1G65660,-0.272666011,0.00753415
AT1G53570,-0.273461639,0.003267449
AT5G42740,-0.273723779,0.010000335
AT2G35510,-0.274078589,0.009340409
AT1G19130,-0.274903836,0.017227093
AT5G66850,-0.275792967,0.013832403
AT1G02660,-0.276814362,0.029090969
AT5G61500,-0.276826151,0.010919948
AT4G02590,-0.277113544,0.047200358
AT4G30360,-0.278932774,0.049754983
AT4G39910,-0.279704885,0.005812392
AT2G26800,-0.280123396,0.005331847
AT1G24267,-0.280173422,0.024439982
AT4G12610,-0.280417015,0.024655168
AT1G18720,-0.280651852,0.049007739
AT2G39570,-0.281092109,0.001876402
AT1G44770,-0.281637239,0.008850405
AT2G26740,-0.281983191,0.012074301
AT3G63400,-0.284146159,0.002645641
AT2G42010,-0.284391292,0.007848776
AT1G06400,-0.284483842,0.00270323
AT2G45170,-0.284964779,0.001617078
AT4G34030,-0.28633365,0.003309358
AT1G45976,-0.286640426,0.023959349
AT5G04930,-0.286845582,0.02498717
AT5G46190,-0.286960209,0.044027213
AT4G15020,-0.287694299,0.02623215
AT1G28240,-0.288231107,0.002069179
AT4G29010,-0.288991247,0.009493906
AT1G15750,-0.289097947,0.002390462
AT5G42890,-0.289326176,0.035442161
AT5G46250,-0.289455725,0.001031209
AT4G29900,-0.290010157,7.08E-05
AT5G04040,-0.290221004,0.000574456
AT3G06940,-0.290691237,0.04715068
AT3G60810,-0.291016798,0.048643464
AT5G62460,-0.291492125,0.048657683
AT2G47210,-0.292050219,0.038251124
AT4G15545,-0.293828728,0.012280015
AT5G59420,-0.29393936,0.0014335
AT1G79600,-0.294002661,0.028342303
AT3G51580,-0.294204928,0.027401804
AT3G22990,-0.294263077,0.04782024
AT2G19470,-0.294361088,0.005797665
AT4G21560,-0.294705692,0.022936524
AT1G65980,-0.295239832,0.024889524
AT3G60410,-0.295486125,0.017227093
AT5G12400,-0.296091214,0.000778234
AT1G48860,-0.296226376,0.020929691
AT5G18130,-0.296280061,0.011740718
AT5G24260,-0.296295264,0.017830038
AT2G16510,-0.296964557,0.008093156
AT3G06620,-0.296997561,0.007858939
AT1G15780,-0.297072138,0.0136503
AT2G40940,-0.297102243,0.001535041
AT2G15910,-0.297383968,0.036192589
AT4G25170,-0.298084812,0.000812518
AT4G16845,-0.298139932,0.004994016
AT5G57580,-0.300561815,0.004825326
AT1G09430,-0.30075528,0.001924824
AT2G23980,-0.301644163,0.01004279
AT2G39480,-0.301778091,0.023442818
AT5G21090,-0.302334192,0.000256308
AT2G27950,-0.30258593,0.007364792
AT3G44480,-0.302661009,0.001849827
AT3G18430,-0.304149338,0.036035875
AT3G04740,-0.30428368,0.002759947
AT4G33780,-0.304332766,0.046970803
AT3G43240,-0.304422466,0.001235415
AT2G38820,-0.306147021,0.01991398
AT1G26580,-0.306435601,4.66E-05
AT5G56180,-0.3066219,0.011491662
AT5G09620,-0.306751455,0.020143164
AT3G44400,-0.307024647,0.036095655
AT1G27320,-0.307083264,0.001937224
AT1G80180,-0.307211425,0.013095039
AT2G38410,-0.307608387,0.004640259
AT3G07700,-0.307619779,0.000412444
AT4G10590,-0.307657074,0.025719036
AT3G18930,-0.308023326,0.011453472
AT1G54170,-0.308096773,0.002401425
AT2G30440,-0.308727553,0.000508453
AT3G07560,-0.309094813,0.013061975
AT4G16110,-0.309299802,0.047486214
AT3G03140,-0.309598339,0.049461279
AT1G32790,-0.310466299,0.000150322
AT2G27830,-0.310575302,0.008430527
AT4G34370,-0.310576618,0.000535317
AT5G50960,-0.311009762,0.007319865
AT1G80380,-0.311614657,0.000990107
AT2G34630,-0.312136111,0.023526654
AT1G18270,-0.31280791,1.29E-05
AT2G01850,-0.313315095,0.005862601
AT5G44240,-0.313748048,0.001428724
AT2G30500,-0.313935581,0.001955472
AT5G37780,-0.314228086,0.014248102
AT4G20330,-0.314678935,0.004808422
AT3G62580,-0.315452331,0.028926532
AT5G03240,-0.315460227,0.001218497
AT3G51830,-0.315878811,0.017059079
AT5G59910,-0.316073894,0.036373633
AT5G65685,-0.316698205,0.030369501
AT4G21160,-0.316839499,0.020791214
AT1G02170,-0.317310655,0.020926032
AT3G24740,-0.318551229,0.01773823
AT1G21130,-0.318771406,0.019367296
AT1G01550,-0.318871743,0.008968763
AT3G28690,-0.318910261,0.005956075
AT4G25720,-0.319067148,0.041291901
AT5G22350,-0.319332633,0.000913272
AT3G10370,-0.319469422,0.028713273
AT4G36040,-0.319506412,0.01644992
AT5G10960,-0.319608925,0.000387583
AT2G02730,-0.3196105,0.031916564
AT2G37570,-0.319882201,0.008532268
AT4G08320,-0.320387477,0.015121799
AT1G06290,-0.32046494,0.000100764
AT1G53750,-0.320833022,0.000199163
AT2G45920,-0.320882412,0.002695661
AT5G10070,-0.321039799,0.034267446
AT3G51000,-0.321169586,0.038034494
AT4G27780,-0.322416624,0.017545127
AT2G05710,-0.322907391,0.000279282
AT1G16180,-0.323082759,0.001388069
AT5G16680,-0.323119353,0.000453459
AT5G09920,-0.323133954,0.011539792
AT5G04920,-0.323280684,0.000358509
AT2G17530,-0.323937737,0.005567405
AT4G40040,-0.324679936,0.007590605
AT1G30090,-0.324945709,0.003993245
AT1G68310,-0.325092201,0.034140135
AT5G29000,-0.32569538,0.033493159
AT5G66250,-0.325793992,0.019343646
AT1G48840,-0.326013805,0.00602331
AT4G30890,-0.326015301,0.00449861
AT1G56700,-0.32622091,0.023717671
AT1G10050,-0.32638813,0.04920401
AT5G42870,-0.326885497,3.27E-05
AT5G47860,-0.327075567,0.000590385
AT3G28940,-0.327678379,0.021164802
AT5G04720,-0.3281226,1.95E-05
AT1G77840,-0.328131736,0.000715549
AT3G17410,-0.328183843,0.000229157
AT4G36850,-0.328317828,0.000727764
AT4G35750,-0.328451073,0.028631798
AT2G45880,-0.3284893,0.014389769
AT1G21380,-0.329037198,0.006868374
AT1G64385,-0.329245145,0.02350714
AT3G24050,-0.329597994,0.00246677
AT1G25280,-0.329628349,0.001337643
AT5G16110,-0.329906442,0.020791214
AT3G01040,-0.330198735,0.01499108
AT1G29970,-0.331203218,0.015018219
AT1G04780,-0.331261786,3.69E-05
AT1G66680,-0.331623217,0.005782887
AT2G24860,-0.332854689,0.036686291
AT2G33770,-0.332951499,0.013402426
AT5G44720,-0.33316191,0.033701551
AT2G37060,-0.33412201,0.022053114
AT1G67340,-0.334355333,0.042108775
AT4G35770,-0.33451784,0.014571336
AT2G46505,-0.334682682,0.010369014
AT4G03020,-0.335224012,2.41E-05
AT1G58180,-0.335410208,0.0068648
AT5G05360,-0.335428248,0.030470756
AT2G27200,-0.335666333,0.029834724
AT3G07350,-0.336183057,0.012852995
AT3G19190,-0.336557694,0.000620717
AT3G13750,-0.33678576,0.011323387
AT1G50570,-0.337561217,0.003364965
AT3G48990,-0.337813815,0.000655859
AT5G60540,-0.337837135,0.004947967
AT1G48635,-0.338130258,0.008820344
AT4G26910,-0.33831813,0.003417443
AT5G35680,-0.339094845,0.041324346
AT2G44710,-0.339277478,0.000466379
AT2G36310,-0.339517172,0.025077472
AT1G03190,-0.33960704,0.030862146
AT3G54460,-0.3402492,0.009529599
AT3G18640,-0.341019366,0.017227093
AT3G13050,-0.341399375,0.044812141
AT3G53340,-0.341508019,0.008605078
AT1G69960,-0.342178093,0.028779299
AT2G42330,-0.342382367,0.003824957
AT1G73030,-0.342439009,0.048480298
AT3G16940,-0.342534516,0.002713918
AT2G03800,-0.342759748,0.02948253
AT3G11930,-0.342955381,0.002432428
AT2G21470,-0.343326887,8.10E-05
AT4G33700,-0.34397636,0.018615913
AT1G54090,-0.344101884,0.003139117
AT1G33980,-0.34458747,1.40E-05
AT1G25420,-0.346248805,0.010038504
AT2G11520,-0.346652194,0.004120371
AT4G36810,-0.346908805,0.037299895
AT2G17420,-0.346933754,0.000411091
AT4G18930,-0.347018912,0.041780316
AT5G25900,-0.347109288,0.004570047
AT2G04350,-0.347667305,0.020967445
AT1G69060,-0.34830457,0.024474521
AT5G22090,-0.348762726,0.001122406
AT4G32920,-0.348815591,0.022818068
AT5G59140,-0.349598502,0.03644932
AT1G32330,-0.349698226,0.041607195
AT3G04350,-0.349701564,0.01435875
AT2G46220,-0.349787094,0.001128607
AT4G35860,-0.349996622,0.005092884
AT1G07000,-0.35005441,0.002812278
AT1G69490,-0.351004762,0.003284709
AT3G57280,-0.351624849,0.029855699
AT3G26220,-0.351873515,0.039957108
AT4G33240,-0.352713787,0.000611149
AT3G03880,-0.353262299,0.031968409
AT5G57035,-0.353905158,0.009243795
AT2G36080,-0.354669017,0.044753345
AT1G78570,-0.355107061,0.001157576
AT3G27560,-0.355954631,0.039091161
AT4G30780,-0.356366667,0.008166007
AT4G33890,-0.357022838,0.00739171
AT4G36140,-0.357282784,0.008230965
AT1G80560,-0.357680014,0.006064663
AT1G73920,-0.35807117,0.002604372
AT5G04540,-0.359414562,0.00457393
AT5G55040,-0.35962538,0.000635891
AT5G16910,-0.359849967,0.040618967
AT1G15950,-0.359858809,0.012042242
AT3G48530,-0.359905923,1.78E-07
AT1G03040,-0.360134594,0.000294944
AT5G66420,-0.360547119,0.003848714
AT1G20100,-0.360636169,0.00422874
AT1G28520,-0.361594902,0.000245307
